Date,Open,High,Low,Close,Volume
2025-07-03,622.45,626.28,622.43,625.34,51065789.0
2025-07-07,623.36,624.03,617.87,620.68,74814505.0
2025-07-08,621.35,622.11,619.52,620.34,59024585.0
2025-07-09,622.77,624.72,620.9105,624.06,66113326.0
2025-07-10,624.2,626.8701,623.01,625.82,57528960.0
2025-07-11,622.74,624.86,621.53,623.62,63670226.0
2025-07-14,623.16,625.1581,621.7999,624.81,51898518.0
2025-07-15,627.52,627.86,622.06,622.14,74317260.0
2025-07-16,623.74,624.73,618.05,624.22,88987511.0
2025-07-17,624.4,628.4048,624.18,628.04,68885683.0
2025-07-18,629.3,629.47,626.46,627.58,65621645.0
2025-07-21,628.77,631.54,628.34,628.77,63374984.0
2025-07-22,629.1,629.73,626.19,628.86,60046288.0
2025-07-23,631.55,634.21,629.73,634.21,70511036.0
2025-07-24,634.6,636.15,633.99,634.42,71307134.0
2025-07-25,635.09,637.5799,634.84,637.1,56865364.0
